<TestUID>3385</TestUID><TestGUID>b9100ee4-a3cf-4b30-95b1-15f7499c754f</TestGUID><TypeID>3</TypeID><TestType>RVVO — Horizontal</TestType><VisionDenied>False</VisionDenied><StartDateTime>17.10.2024 15:58:33</StartDateTime><ListSeparator>;</ListSeparator><DecimalSeparator>,</DecimalSeparator>
<Time><LateralHead><EyeVelHR><HeadPosW><HeadPosX><HeadPosY><HeadPosZ><AbsEyePosXR><AbsEyePosYR>
1043851317;-0,604248046875;-8,9251122553864;1;0;0;0;142,74793243;141,43388367
1043891974;-0,604248046875;-12,9254847376426;1;0;0;0;142,67755127;141,3795929
1043932681;-0,469970703125;16,9363274272634;1;0;0;0;142,76987457;141,46025085
1043973332;-0,40283203125;-14,0723121575371;1;0;0;0;142,69322586;141,42230988
1044014038;-0,2685546875;-24,5043556751618;1;0;0;0;142,55952454;141,40476227
1044054695;-0,2685546875;27,6504258777852;1;0;0;0;142,7103157;141,35317612
1044095401;-0,201416015625;3,42591734136077;1;0;0;0;142,72908401;141,30677414
1044136058;-0,067138671875;-7,73186737251828;1;0;0;0;142,6867485;141,43373489
1044176764;0,067138671875;2,84061335461933;1;0;0;0;142,70238113;141,34523773
1044217422;0,201416015625;-13,6517663245517;1;0;0;0;142,62799835;141,32400131
1044258122;0,201416015625;27,8767590759525;1;0;0;0;142,77999878;141,40399933
1044298828;0,335693359375;-1,64794075980882;1;0;0;0;142,77108383;141,34939575
1044339485;0,40283203125;-22,5463242408259;1;0;0;0;142,64822006;141,32411194
1044380191;0,604248046875;1,43308833707024;1;0;0;0;142,65599823;141,35200119
1044420848;0,537109375;1,4970569470849;1;0;0;0;142,66400146;141,45999908
1044461554;0,537109375;15,9655184582742;1;0;0;0;142,7510376;141,53527069
1044502212;0,8056640625;8,05820226356586;1;0;0;0;142,79508209;141,45082092
1044542918;0,738525390625;-11,6765011801503;1;0;0;0;142,73140335;141,41322327
1044583575;0,8056640625;-5,97551359251072;1;0;0;0;142,69874573;141,47280502
1044624275;0,738525390625;-9,15357264138694;1;0;0;0;142,64897919;141,34693909
1044664926;0,8056640625;26,3570046458269;1;0;0;0;142,79253006;141,41908646
1044705632;0,872802734375;-2,69506341972685;1;0;0;0;142,77777863;141,44855881
1044746338;1,007080078125;-15,7687161797111;1;0;0;0;142,69166565;141,48333359
1044786996;0,93994140625;17,9014869966061;1;0;0;0;142,78925705;141,48347092
1044827702;0,93994140625;-5,84148502917676;1;0;0;0;142,7573204;141,52301407
1044868359;0,8056640625;7,20862385517185;1;0;0;0;142,79668045;141,47717667
1044909065;0,738525390625;-5,30919446549654;1;0;0;0;142,76763535;141,52696991
1044949722;0,67138671875;-7,31419987221714;1;0;0;0;142,72764206;141,62195206
1044990428;0,537109375;4,25800855686811;1;0;0;0;142,75100327;141,52610397
1045031086;0,201416015625;18,7156775723344;1;0;0;0;142,85306168;141,51020432
1045071792;0,201416015625;-32,1435774714049;1;0;0;0;142,67755127;141,55918503
1045112443;0,067138671875;18,63996840776;1;0;0;0;142,77911758;141,58634567
1045153149;0,067138671875;11,878880996126;1;0;0;0;142,84400177;141,55199814
1045193855;-0,067138671875;-19,4201008299407;1;0;0;0;142,73790359;141,62903214
1045234512;-0,201416015625;28,7576804214958;1;0;0;0;142,89473724;141,59109497
1045275212;-0,335693359375;-6,57070295248517;1;0;0;0;142,85887146;141,59274292
1045315869;-0,335693359375;-15,7104178378108;1;0;0;0;142,7732811;141,54251099
